Product	Supplier
"[{""level"":1,""id"":""Atmosphere Imara Women's Running Shoes""},{""level"":2,""id"":""Eclipse Shoes""},{""level"":3,""id"":""Shoes""},{""level"":4,""id"":""Clothes & Shoes""},{""level"":5,""id"":""220200100009""}]"	"[{""level"":""Name"",""id"":""Eclipse Inc""},{""level"":""Country"",""id"":""US""},{""level"":""ID"",""id"":""1303""}]"
"[{""level"":1,""id"":""Atmosphere Shatter Mid Shoes""},{""level"":2,""id"":""Eclipse Shoes""},{""level"":3,""id"":""Shoes""},{""level"":4,""id"":""Clothes & Shoes""},{""level"":5,""id"":""220200100012""}]"	"[{""level"":""Name"",""id"":""Eclipse Inc""},{""level"":""Country"",""id"":""US""},{""level"":""ID"",""id"":""1303""}]"
"[{""level"":1,""id"":""Big Guy Men's Air Deschutz Viii Shoes""},{""level"":2,""id"":""Eclipse Shoes""},{""level"":3,""id"":""Shoes""},{""level"":4,""id"":""Clothes & Shoes""},{""level"":5,""id"":""220200100035""}]"	"[{""level"":""Name"",""id"":""Eclipse Inc""},{""level"":""Country"",""id"":""US""},{""level"":""ID"",""id"":""1303""}]"
"[{""level"":1,""id"":""Big Guy Men's Air Terra Reach Shoes""},{""level"":2,""id"":""Eclipse Shoes""},{""level"":3,""id"":""Shoes""},{""level"":4,""id"":""Clothes & Shoes""},{""level"":5,""id"":""220200100090""}]"	"[{""level"":""Name"",""id"":""Eclipse Inc""},{""level"":""Country"",""id"":""US""},{""level"":""ID"",""id"":""1303""}]"
"[{""level"":1,""id"":""Big Guy Men's Air Terra Sebec Shoes""},{""level"":2,""id"":""Eclipse Shoes""},{""level"":3,""id"":""Shoes""},{""level"":4,""id"":""Clothes & Shoes""},{""level"":5,""id"":""220200100092""}]"	"[{""level"":""Name"",""id"":""Eclipse Inc""},{""level"":""Country"",""id"":""US""},{""level"":""ID"",""id"":""1303""}]"
"[{""level"":1,""id"":""Big Guy Men's International Triax Shoes""},{""level"":2,""id"":""Eclipse Shoes""},{""level"":3,""id"":""Shoes""},{""level"":4,""id"":""Clothes & Shoes""},{""level"":5,""id"":""220200100129""}]"	"[{""level"":""Name"",""id"":""Eclipse Inc""},{""level"":""Country"",""id"":""US""},{""level"":""ID"",""id"":""1303""}]"
"[{""level"":1,""id"":""Big Guy Men's Multicourt Ii Shoes""},{""level"":2,""id"":""Eclipse Shoes""},{""level"":3,""id"":""Shoes""},{""level"":4,""id"":""Clothes & Shoes""},{""level"":5,""id"":""220200100137""}]"	"[{""level"":""Name"",""id"":""Eclipse Inc""},{""level"":""Country"",""id"":""US""},{""level"":""ID"",""id"":""1303""}]"
"[{""level"":1,""id"":""Woman's Air Amend Mid""},{""level"":2,""id"":""Eclipse Shoes""},{""level"":3,""id"":""Shoes""},{""level"":4,""id"":""Clothes & Shoes""},{""level"":5,""id"":""220200100171""}]"	"[{""level"":""Name"",""id"":""Eclipse Inc""},{""level"":""Country"",""id"":""US""},{""level"":""ID"",""id"":""1303""}]"
"[{""level"":1,""id"":""Woman's Air Converge Triax X""},{""level"":2,""id"":""Eclipse Shoes""},{""level"":3,""id"":""Shoes""},{""level"":4,""id"":""Clothes & Shoes""},{""level"":5,""id"":""220200100179""}]"	"[{""level"":""Name"",""id"":""Eclipse Inc""},{""level"":""Country"",""id"":""US""},{""level"":""ID"",""id"":""1303""}]"
"[{""level"":1,""id"":""Woman's Air Imara""},{""level"":2,""id"":""Eclipse Shoes""},{""level"":3,""id"":""Shoes""},{""level"":4,""id"":""Clothes & Shoes""},{""level"":5,""id"":""220200100190""}]"	"[{""level"":""Name"",""id"":""Eclipse Inc""},{""level"":""Country"",""id"":""US""},{""level"":""ID"",""id"":""1303""}]"
"[{""level"":1,""id"":""Woman's Air Rasp Suede""},{""level"":2,""id"":""Eclipse Shoes""},{""level"":3,""id"":""Shoes""},{""level"":4,""id"":""Clothes & Shoes""},{""level"":5,""id"":""220200100202""}]"	"[{""level"":""Name"",""id"":""Eclipse Inc""},{""level"":""Country"",""id"":""US""},{""level"":""ID"",""id"":""1303""}]"
"[{""level"":1,""id"":""Woman's Air Zoom Drive""},{""level"":2,""id"":""Eclipse Shoes""},{""level"":3,""id"":""Shoes""},{""level"":4,""id"":""Clothes & Shoes""},{""level"":5,""id"":""220200100226""}]"	"[{""level"":""Name"",""id"":""Eclipse Inc""},{""level"":""Country"",""id"":""US""},{""level"":""ID"",""id"":""1303""}]"
"[{""level"":1,""id"":""Woman's Air Zoom Sterling""},{""level"":2,""id"":""Eclipse Shoes""},{""level"":3,""id"":""Shoes""},{""level"":4,""id"":""Clothes & Shoes""},{""level"":5,""id"":""220200100229""}]"	"[{""level"":""Name"",""id"":""Eclipse Inc""},{""level"":""Country"",""id"":""US""},{""level"":""ID"",""id"":""1303""}]"
"[{""level"":4,""id"":""Clothes & Shoes""},{""level"":5,""id"":""220200200014""},{""level"":1,""id"":""Dubby Low Men's Street Shoes""},{""level"":2,""id"":""Shoes""},{""level"":3,""id"":""Shoes""}]"	"[{""level"":""ID"",""id"":""   109""},{""level"":""Name"",""id"":""Petterson AB""},{""level"":""Country"",""id"":""SE""}]"
"[{""level"":4,""id"":""Clothes & Shoes""},{""level"":5,""id"":""220200200018""},{""level"":1,""id"":""Lulu Men's Street Shoes""},{""level"":2,""id"":""Shoes""},{""level"":3,""id"":""Shoes""}]"	"[{""level"":""ID"",""id"":""   109""},{""level"":""Name"",""id"":""Petterson AB""},{""level"":""Country"",""id"":""SE""}]"
"[{""level"":1,""id"":""Pro Fit Gel Ds Trainer Women's Running Shoes""},{""level"":2,""id"":""Shoes""},{""level"":3,""id"":""Shoes""},{""level"":4,""id"":""Clothes & Shoes""},{""level"":5,""id"":""220200200022""}]"	"[{""level"":""Name"",""id"":""Pro Sportswear Inc""},{""level"":""Country"",""id"":""US""},{""level"":""ID"",""id"":""1747""}]"
"[{""level"":1,""id"":""Pro Fit Gel Gt 2030 Women's Running Shoes""},{""level"":2,""id"":""Shoes""},{""level"":3,""id"":""Shoes""},{""level"":4,""id"":""Clothes & Shoes""},{""level"":5,""id"":""220200200024""}]"	"[{""level"":""Name"",""id"":""Pro Sportswear Inc""},{""level"":""Country"",""id"":""US""},{""level"":""ID"",""id"":""1747""}]"
"[{""level"":1,""id"":""Soft Alta Plus Women's Indoor Shoes""},{""level"":2,""id"":""Shoes""},{""level"":3,""id"":""Shoes""},{""level"":4,""id"":""Clothes & Shoes""},{""level"":5,""id"":""220200200035""}]"	"[{""level"":""Name"",""id"":""Pro Sportswear Inc""},{""level"":""Country"",""id"":""US""},{""level"":""ID"",""id"":""1747""}]"
"[{""level"":1,""id"":""Soft Astro Men's Running Shoes""},{""level"":2,""id"":""Shoes""},{""level"":3,""id"":""Shoes""},{""level"":4,""id"":""Clothes & Shoes""},{""level"":5,""id"":""220200200036""}]"	"[{""level"":""Name"",""id"":""Pro Sportswear Inc""},{""level"":""Country"",""id"":""US""},{""level"":""ID"",""id"":""1747""}]"
"[{""level"":4,""id"":""Clothes & Shoes""},{""level"":5,""id"":""220200200052""},{""level"":1,""id"":""Rubber Stud Cricket Shoes""},{""level"":2,""id"":""Shoes""},{""level"":3,""id"":""Shoes""}]"	"[{""level"":""ID"",""id"":"" 12283""},{""level"":""Name"",""id"":""EA Sports Limited""},{""level"":""Country"",""id"":""GB""}]"
"[{""level"":1,""id"":""Twain Men's Exit Low 2000 Street Shoes""},{""level"":2,""id"":""Shoes""},{""level"":3,""id"":""Shoes""},{""level"":4,""id"":""Clothes & Shoes""},{""level"":5,""id"":""220200200071""}]"	"[{""level"":""Name"",""id"":""Twain Inc""},{""level"":""Country"",""id"":""US""},{""level"":""ID"",""id"":""13198""}]"
"[{""level"":1,""id"":""Twain Stf6 Gtx M Men's Trekking Boot""},{""level"":2,""id"":""Shoes""},{""level"":3,""id"":""Shoes""},{""level"":4,""id"":""Clothes & Shoes""},{""level"":5,""id"":""220200200073""}]"	"[{""level"":""Name"",""id"":""Twain Inc""},{""level"":""Country"",""id"":""US""},{""level"":""ID"",""id"":""13198""}]"
"[{""level"":1,""id"":""Twain Women's Exit Iii Mid Cd X-Hiking Shoes""},{""level"":2,""id"":""Shoes""},{""level"":3,""id"":""Shoes""},{""level"":4,""id"":""Clothes & Shoes""},{""level"":5,""id"":""220200200077""}]"	"[{""level"":""Name"",""id"":""Twain Inc""},{""level"":""Country"",""id"":""US""},{""level"":""ID"",""id"":""13198""}]"
"[{""level"":1,""id"":""Twain Women's Expresso X-Hiking Shoes""},{""level"":2,""id"":""Shoes""},{""level"":3,""id"":""Shoes""},{""level"":4,""id"":""Clothes & Shoes""},{""level"":5,""id"":""220200200079""}]"	"[{""level"":""Name"",""id"":""Twain Inc""},{""level"":""Country"",""id"":""US""},{""level"":""ID"",""id"":""13198""}]"
"[{""level"":1,""id"":""Pytossage Bathing Sandal""},{""level"":2,""id"":""Tracker Shoes""},{""level"":3,""id"":""Shoes""},{""level"":4,""id"":""Clothes & Shoes""},{""level"":5,""id"":""220200300002""}]"	"[{""level"":""Name"",""id"":""3Top Sports""},{""level"":""Country"",""id"":""US""},{""level"":""ID"",""id"":""2963""}]"
"[{""level"":1,""id"":""Liga Football Boot""},{""level"":2,""id"":""Tracker Shoes""},{""level"":3,""id"":""Shoes""},{""level"":4,""id"":""Clothes & Shoes""},{""level"":5,""id"":""220200300005""}]"	"[{""level"":""Name"",""id"":""3Top Sports""},{""level"":""Country"",""id"":""US""},{""level"":""ID"",""id"":""2963""}]"
"[{""level"":1,""id"":""Men's Running Shoes Piedmmont""},{""level"":2,""id"":""Tracker Shoes""},{""level"":3,""id"":""Shoes""},{""level"":4,""id"":""Clothes & Shoes""},{""level"":5,""id"":""220200300015""}]"	"[{""level"":""Name"",""id"":""3Top Sports""},{""level"":""Country"",""id"":""US""},{""level"":""ID"",""id"":""2963""}]"
"[{""level"":1,""id"":""Hilly Women's Crosstrainer Shoes""},{""level"":2,""id"":""Tracker Shoes""},{""level"":3,""id"":""Shoes""},{""level"":4,""id"":""Clothes & Shoes""},{""level"":5,""id"":""220200300079""}]"	"[{""level"":""Name"",""id"":""3Top Sports""},{""level"":""Country"",""id"":""US""},{""level"":""ID"",""id"":""2963""}]"
"[{""level"":1,""id"":""Indoor Handbold Special Shoes""},{""level"":2,""id"":""Tracker Shoes""},{""level"":3,""id"":""Shoes""},{""level"":4,""id"":""Clothes & Shoes""},{""level"":5,""id"":""220200300082""}]"	"[{""level"":""Name"",""id"":""3Top Sports""},{""level"":""Country"",""id"":""US""},{""level"":""ID"",""id"":""2963""}]"
"[{""level"":1,""id"":""Mns.raptor Precision Sg Football""},{""level"":2,""id"":""Tracker Shoes""},{""level"":3,""id"":""Shoes""},{""level"":4,""id"":""Clothes & Shoes""},{""level"":5,""id"":""220200300096""}]"	"[{""level"":""Name"",""id"":""3Top Sports""},{""level"":""Country"",""id"":""US""},{""level"":""ID"",""id"":""2963""}]"
"[{""level"":1,""id"":""South Peak Men's Running Shoes""},{""level"":2,""id"":""Tracker Shoes""},{""level"":3,""id"":""Shoes""},{""level"":4,""id"":""Clothes & Shoes""},{""level"":5,""id"":""220200300116""}]"	"[{""level"":""Name"",""id"":""3Top Sports""},{""level"":""Country"",""id"":""US""},{""level"":""ID"",""id"":""2963""}]"
"[{""level"":1,""id"":""Torino Men's Leather Adventure Shoes""},{""level"":2,""id"":""Tracker Shoes""},{""level"":3,""id"":""Shoes""},{""level"":4,""id"":""Clothes & Shoes""},{""level"":5,""id"":""220200300129""}]"	"[{""level"":""Name"",""id"":""3Top Sports""},{""level"":""Country"",""id"":""US""},{""level"":""ID"",""id"":""2963""}]"
"[{""level"":4,""id"":""Clothes & Shoes""},{""level"":5,""id"":""220200300154""},{""level"":1,""id"":""Hardcore Junior/Women's Street Shoes Large""},{""level"":2,""id"":""Tracker Shoes""},{""level"":3,""id"":""Shoes""}]"	"[{""level"":""ID"",""id"":"" 14682""},{""level"":""Name"",""id"":""Greenline Sports Ltd""},{""level"":""Country"",""id"":""GB""}]"
"[{""level"":4,""id"":""Clothes & Shoes""},{""level"":5,""id"":""220200300157""},{""level"":1,""id"":""Hardcore Men's Street Shoes Large""},{""level"":2,""id"":""Tracker Shoes""},{""level"":3,""id"":""Shoes""}]"	"[{""level"":""ID"",""id"":"" 14682""},{""level"":""Name"",""id"":""Greenline Sports Ltd""},{""level"":""Country"",""id"":""GB""}]"
"[{""level"":4,""id"":""Outdoors""},{""level"":5,""id"":""230100100006""},{""level"":1,""id"":""Jacket Nome""},{""level"":2,""id"":""Anoraks & Parkas""},{""level"":3,""id"":""Outdoors""}]"	"[{""level"":""ID"",""id"":""  4742""},{""level"":""Name"",""id"":""L\u00fcna sastreria S.A.""},{""level"":""Country"",""id"":""ES""}]"
"[{""level"":1,""id"":""Jacket with Removable Fleece""},{""level"":2,""id"":""Anoraks & Parkas""},{""level"":3,""id"":""Outdoors""},{""level"":4,""id"":""Outdoors""},{""level"":5,""id"":""230100100013""}]"	"[{""level"":""Name"",""id"":""AllSeasons Outdoor Clothing""},{""level"":""Country"",""id"":""US""},{""level"":""ID"",""id"":""772""}]"
"[{""level"":4,""id"":""Outdoors""},{""level"":5,""id"":""230100100015""},{""level"":1,""id"":""Men's Jacket Caians""},{""level"":2,""id"":""Anoraks & Parkas""},{""level"":3,""id"":""Outdoors""}]"	"[{""level"":""ID"",""id"":""    50""},{""level"":""Name"",""id"":""Scandinavian Clothing A/S""},{""level"":""Country"",""id"":""NO""}]"
"[{""level"":4,""id"":""Outdoors""},{""level"":5,""id"":""230100100017""},{""level"":1,""id"":""Men's Jacket Rem""},{""level"":2,""id"":""Anoraks & Parkas""},{""level"":3,""id"":""Outdoors""}]"	"[{""level"":""ID"",""id"":""    50""},{""level"":""Name"",""id"":""Scandinavian Clothing A/S""},{""level"":""Country"",""id"":""NO""}]"
"[{""level"":4,""id"":""Outdoors""},{""level"":5,""id"":""230100100018""},{""level"":1,""id"":""Men's Jacket Sandy""},{""level"":2,""id"":""Anoraks & Parkas""},{""level"":3,""id"":""Outdoors""}]"	"[{""level"":""ID"",""id"":""  4742""},{""level"":""Name"",""id"":""L\u00fcna sastreria S.A.""},{""level"":""Country"",""id"":""ES""}]"
"[{""level"":4,""id"":""Outdoors""},{""level"":5,""id"":""230100100025""},{""level"":1,""id"":""Women's Shorts""},{""level"":2,""id"":""Anoraks & Parkas""},{""level"":3,""id"":""Outdoors""}]"	"[{""level"":""ID"",""id"":""    50""},{""level"":""Name"",""id"":""Scandinavian Clothing A/S""},{""level"":""Country"",""id"":""NO""}]"
"[{""level"":1,""id"":""4men Men's Polar Down Jacket""},{""level"":2,""id"":""Anoraks & Parkas""},{""level"":3,""id"":""Outdoors""},{""level"":4,""id"":""Outdoors""},{""level"":5,""id"":""230100100028""}]"	"[{""level"":""Name"",""id"":""AllSeasons Outdoor Clothing""},{""level"":""Country"",""id"":""US""},{""level"":""ID"",""id"":""772""}]"
"[{""level"":1,""id"":""Big Guy Men's Packable Hiking Shorts""},{""level"":2,""id"":""Anoraks & Parkas""},{""level"":3,""id"":""Outdoors""},{""level"":4,""id"":""Outdoors""},{""level"":5,""id"":""230100100033""}]"	"[{""level"":""Name"",""id"":""Miller Trading Inc""},{""level"":""Country"",""id"":""US""},{""level"":""ID"",""id"":""15218""}]"
"[{""level"":1,""id"":""Duwall Pants""},{""level"":2,""id"":""Anoraks & Parkas""},{""level"":3,""id"":""Outdoors""},{""level"":4,""id"":""Outdoors""},{""level"":5,""id"":""230100100045""}]"	"[{""level"":""Name"",""id"":""AllSeasons Outdoor Clothing""},{""level"":""Country"",""id"":""US""},{""level"":""ID"",""id"":""772""}]"
"[{""level"":1,""id"":""Lucky Voss Jacket""},{""level"":2,""id"":""Anoraks & Parkas""},{""level"":3,""id"":""Outdoors""},{""level"":4,""id"":""Outdoors""},{""level"":5,""id"":""230100100051""}]"	"[{""level"":""Name"",""id"":""AllSeasons Outdoor Clothing""},{""level"":""Country"",""id"":""US""},{""level"":""ID"",""id"":""772""}]"
"[{""level"":4,""id"":""Outdoors""},{""level"":5,""id"":""230100100053""},{""level"":1,""id"":""Monster Men's Pants with Zipper""},{""level"":2,""id"":""Anoraks & Parkas""},{""level"":3,""id"":""Outdoors""}]"	"[{""level"":""ID"",""id"":""    50""},{""level"":""Name"",""id"":""Scandinavian Clothing A/S""},{""level"":""Country"",""id"":""NO""}]"
"[{""level"":1,""id"":""Topper Pants""},{""level"":2,""id"":""Anoraks & Parkas""},{""level"":3,""id"":""Outdoors""},{""level"":4,""id"":""Outdoors""},{""level"":5,""id"":""230100100062""}]"	"[{""level"":""Name"",""id"":""AllSeasons Outdoor Clothing""},{""level"":""Country"",""id"":""US""},{""level"":""ID"",""id"":""772""}]"
"[{""level"":1,""id"":""Tx Peak Parka""},{""level"":2,""id"":""Anoraks & Parkas""},{""level"":3,""id"":""Outdoors""},{""level"":4,""id"":""Outdoors""},{""level"":5,""id"":""230100100063""}]"	"[{""level"":""Name"",""id"":""Miller Trading Inc""},{""level"":""Country"",""id"":""US""},{""level"":""ID"",""id"":""15218""}]"
"[{""level"":4,""id"":""Outdoors""},{""level"":5,""id"":""230100200004""},{""level"":1,""id"":""Black/Black""},{""level"":2,""id"":""Backpacks""},{""level"":3,""id"":""Outdoors""}]"	"[{""level"":""ID"",""id"":""   755""},{""level"":""Name"",""id"":""Top Sports""},{""level"":""Country"",""id"":""DK""}]"
"[{""level"":4,""id"":""Outdoors""},{""level"":5,""id"":""230100200006""},{""level"":1,""id"":""X-Large Bottlegreen/Black""},{""level"":2,""id"":""Backpacks""},{""level"":3,""id"":""Outdoors""}]"	"[{""level"":""ID"",""id"":""   755""},{""level"":""Name"",""id"":""Top Sports""},{""level"":""Country"",""id"":""DK""}]"
"[{""level"":4,""id"":""Outdoors""},{""level"":5,""id"":""230100200019""},{""level"":1,""id"":""Commanche Women's 6000 Q Backpack. Bark""},{""level"":2,""id"":""Backpacks""},{""level"":3,""id"":""Outdoors""}]"	"[{""level"":""ID"",""id"":""   755""},{""level"":""Name"",""id"":""Top Sports""},{""level"":""Country"",""id"":""DK""}]"
"[{""level"":1,""id"":""Expedition Camp Duffle Medium Backpack""},{""level"":2,""id"":""Backpacks""},{""level"":3,""id"":""Outdoors""},{""level"":4,""id"":""Outdoors""},{""level"":5,""id"":""230100200022""}]"	"[{""level"":""Name"",""id"":""Miller Trading Inc""},{""level"":""Country"",""id"":""US""},{""level"":""ID"",""id"":""15218""}]"
"[{""level"":5,""id"":""230100200025""},{""level"":4,""id"":""Outdoors""},{""level"":3,""id"":""Outdoors""},{""level"":2,""id"":""Backpacks""},{""level"":1,""id"":""Feelgood 55-75 Litre Black Women's Backpack""}]"	"[{""level"":""Country"",""id"":""AU""},{""level"":""Name"",""id"":""Toto Outdoor Gear""},{""level"":""ID"",""id"":""10692""}]"
"[{""level"":5,""id"":""230100200029""},{""level"":4,""id"":""Outdoors""},{""level"":3,""id"":""Outdoors""},{""level"":2,""id"":""Backpacks""},{""level"":1,""id"":""Jaguar 50-75 Liter Blue Women's Backpack""}]"	"[{""level"":""Country"",""id"":""AU""},{""level"":""Name"",""id"":""Toto Outdoor Gear""},{""level"":""ID"",""id"":""10692""}]"
"[{""level"":4,""id"":""Outdoors""},{""level"":5,""id"":""230100200043""},{""level"":1,""id"":""Medium Black/Bark Backpack""},{""level"":2,""id"":""Backpacks""},{""level"":3,""id"":""Outdoors""}]"	"[{""level"":""ID"",""id"":""   755""},{""level"":""Name"",""id"":""Top Sports""},{""level"":""Country"",""id"":""DK""}]"
"[{""level"":4,""id"":""Outdoors""},{""level"":5,""id"":""230100200047""},{""level"":1,""id"":""Medium Gold Black/Gold Backpack""},{""level"":2,""id"":""Backpacks""},{""level"":3,""id"":""Outdoors""}]"	"[{""level"":""ID"",""id"":""   755""},{""level"":""Name"",""id"":""Top Sports""},{""level"":""Country"",""id"":""DK""}]"
"[{""level"":4,""id"":""Outdoors""},{""level"":5,""id"":""230100200048""},{""level"":1,""id"":""Medium Olive Olive/Black Backpack""},{""level"":2,""id"":""Backpacks""},{""level"":3,""id"":""Outdoors""}]"	"[{""level"":""ID"",""id"":""   755""},{""level"":""Name"",""id"":""Top Sports""},{""level"":""Country"",""id"":""DK""}]"
"[{""level"":5,""id"":""230100200054""},{""level"":4,""id"":""Outdoors""},{""level"":3,""id"":""Outdoors""},{""level"":2,""id"":""Backpacks""},{""level"":1,""id"":""Trekker 65 Royal Men's Backpack""}]"	"[{""level"":""Country"",""id"":""AU""},{""level"":""Name"",""id"":""Toto Outdoor Gear""},{""level"":""ID"",""id"":""10692""}]"
"[{""level"":4,""id"":""Outdoors""},{""level"":5,""id"":""230100200056""},{""level"":1,""id"":""Victor Grey/Olive Women's Backpack""},{""level"":2,""id"":""Backpacks""},{""level"":3,""id"":""Outdoors""}]"	"[{""level"":""ID"",""id"":""   755""},{""level"":""Name"",""id"":""Top Sports""},{""level"":""Country"",""id"":""DK""}]"
"[{""level"":4,""id"":""Outdoors""},{""level"":5,""id"":""230100200059""},{""level"":1,""id"":""Deer Backpack""},{""level"":2,""id"":""Backpacks""},{""level"":3,""id"":""Outdoors""}]"	"[{""level"":""ID"",""id"":""  4742""},{""level"":""Name"",""id"":""L\u00fcna sastreria S.A.""},{""level"":""Country"",""id"":""ES""}]"
"[{""level"":4,""id"":""Outdoors""},{""level"":5,""id"":""230100200066""},{""level"":1,""id"":""Deer Waist Bag""},{""level"":2,""id"":""Backpacks""},{""level"":3,""id"":""Outdoors""}]"	"[{""level"":""ID"",""id"":""  4742""},{""level"":""Name"",""id"":""L\u00fcna sastreria S.A.""},{""level"":""Country"",""id"":""ES""}]"
"[{""level"":4,""id"":""Outdoors""},{""level"":5,""id"":""230100200073""},{""level"":1,""id"":""Hammock Sports Bag""},{""level"":2,""id"":""Backpacks""},{""level"":3,""id"":""Outdoors""}]"	"[{""level"":""ID"",""id"":""  4742""},{""level"":""Name"",""id"":""L\u00fcna sastreria S.A.""},{""level"":""Country"",""id"":""ES""}]"
"[{""level"":1,""id"":""Sioux Men's Backpack 26 Litre.""},{""level"":2,""id"":""Backpacks""},{""level"":3,""id"":""Outdoors""},{""level"":4,""id"":""Outdoors""},{""level"":5,""id"":""230100200074""}]"	"[{""level"":""Name"",""id"":""Miller Trading Inc""},{""level"":""Country"",""id"":""US""},{""level"":""ID"",""id"":""15218""}]"
"[{""level"":4,""id"":""Outdoors""},{""level"":5,""id"":""230100300006""},{""level"":1,""id"":""Gloves Le Fly Mitten""},{""level"":2,""id"":""Gloves & Mittens""},{""level"":3,""id"":""Outdoors""}]"	"[{""level"":""ID"",""id"":""  1684""},{""level"":""Name"",""id"":""Magnifico Sports""},{""level"":""Country"",""id"":""PT""}]"
"[{""level"":4,""id"":""Outdoors""},{""level"":5,""id"":""230100300010""},{""level"":1,""id"":""Massif Dual Gloves""},{""level"":2,""id"":""Gloves & Mittens""},{""level"":3,""id"":""Outdoors""}]"	"[{""level"":""ID"",""id"":"" 13199""},{""level"":""Name"",""id"":""Massif S.A.""},{""level"":""Country"",""id"":""FR""}]"
"[{""level"":4,""id"":""Outdoors""},{""level"":5,""id"":""230100300013""},{""level"":1,""id"":""Montana Adult Gloves""},{""level"":2,""id"":""Gloves & Mittens""},{""level"":3,""id"":""Outdoors""}]"	"[{""level"":""ID"",""id"":""  6355""},{""level"":""Name"",""id"":""Svensson Trading AB""},{""level"":""Country"",""id"":""SE""}]"
"[{""level"":4,""id"":""Outdoors""},{""level"":5,""id"":""230100300023""},{""level"":1,""id"":""Scania Unisex Gloves""},{""level"":2,""id"":""Gloves & Mittens""},{""level"":3,""id"":""Outdoors""}]"	"[{""level"":""ID"",""id"":""  6355""},{""level"":""Name"",""id"":""Svensson Trading AB""},{""level"":""Country"",""id"":""SE""}]"
"[{""level"":4,""id"":""Outdoors""},{""level"":5,""id"":""230100400007""},{""level"":1,""id"":""Breaker Commandos Cap""},{""level"":2,""id"":""Knitted Accessories""},{""level"":3,""id"":""Outdoors""}]"	"[{""level"":""ID"",""id"":""  4793""},{""level"":""Name"",""id"":""Norsok A/S""},{""level"":""Country"",""id"":""DK""}]"
"[{""level"":4,""id"":""Outdoors""},{""level"":5,""id"":""230100400010""},{""level"":1,""id"":""Breaker Frozen Husky Hat""},{""level"":2,""id"":""Knitted Accessories""},{""level"":3,""id"":""Outdoors""}]"	"[{""level"":""ID"",""id"":""  4793""},{""level"":""Name"",""id"":""Norsok A/S""},{""level"":""Country"",""id"":""DK""}]"
"[{""level"":4,""id"":""Outdoors""},{""level"":5,""id"":""230100400012""},{""level"":1,""id"":""Breaker Russia Cap""},{""level"":2,""id"":""Knitted Accessories""},{""level"":3,""id"":""Outdoors""}]"	"[{""level"":""ID"",""id"":""  4793""},{""level"":""Name"",""id"":""Norsok A/S""},{""level"":""Country"",""id"":""DK""}]"
"[{""level"":1,""id"":""Mayday Serious Headband""},{""level"":2,""id"":""Knitted Accessories""},{""level"":3,""id"":""Outdoors""},{""level"":4,""id"":""Outdoors""},{""level"":5,""id"":""230100400025""}]"	"[{""level"":""Name"",""id"":""Mayday Inc""},{""level"":""Country"",""id"":""US""},{""level"":""ID"",""id"":""4646""}]"
"[{""level"":1,""id"":""Mayday Serious Wristband""},{""level"":2,""id"":""Knitted Accessories""},{""level"":3,""id"":""Outdoors""},{""level"":4,""id"":""Outdoors""},{""level"":5,""id"":""230100400027""}]"	"[{""level"":""Name"",""id"":""Mayday Inc""},{""level"":""Country"",""id"":""US""},{""level"":""ID"",""id"":""4646""}]"
"[{""level"":4,""id"":""Outdoors""},{""level"":5,""id"":""230100500004""},{""level"":1,""id"":""Backpack Flag, 6,5x9 Cm.""},{""level"":2,""id"":""Outdoor Gear""},{""level"":3,""id"":""Outdoors""}]"	"[{""level"":""ID"",""id"":""   316""},{""level"":""Name"",""id"":""Prime Sports Ltd""},{""level"":""Country"",""id"":""GB""}]"
"[{""level"":4,""id"":""Outdoors""},{""level"":5,""id"":""230100500006""},{""level"":1,""id"":""Collapsible Water Can""},{""level"":2,""id"":""Outdoor Gear""},{""level"":3,""id"":""Outdoors""}]"	"[{""level"":""ID"",""id"":""   316""},{""level"":""Name"",""id"":""Prime Sports Ltd""},{""level"":""Country"",""id"":""GB""}]"
"[{""level"":4,""id"":""Outdoors""},{""level"":5,""id"":""230100500008""},{""level"":1,""id"":""Dome Tent Monodome Alu""},{""level"":2,""id"":""Outdoor Gear""},{""level"":3,""id"":""Outdoors""}]"	"[{""level"":""ID"",""id"":""   316""},{""level"":""Name"",""id"":""Prime Sports Ltd""},{""level"":""Country"",""id"":""GB""}]"
"[{""level"":4,""id"":""Outdoors""},{""level"":5,""id"":""230100500012""},{""level"":1,""id"":""Inflatable 3.5""},{""level"":2,""id"":""Outdoor Gear""},{""level"":3,""id"":""Outdoors""}]"	"[{""level"":""ID"",""id"":""   316""},{""level"":""Name"",""id"":""Prime Sports Ltd""},{""level"":""Country"",""id"":""GB""}]"
"[{""level"":4,""id"":""Outdoors""},{""level"":5,""id"":""230100500013""},{""level"":1,""id"":""Lamp with Battery Box""},{""level"":2,""id"":""Outdoor Gear""},{""level"":3,""id"":""Outdoors""}]"	"[{""level"":""ID"",""id"":""   316""},{""level"":""Name"",""id"":""Prime Sports Ltd""},{""level"":""Country"",""id"":""GB""}]"
"[{""level"":4,""id"":""Outdoors""},{""level"":5,""id"":""230100500016""},{""level"":1,""id"":""Money Purse, Black""},{""level"":2,""id"":""Outdoor Gear""},{""level"":3,""id"":""Outdoors""}]"	"[{""level"":""ID"",""id"":""   755""},{""level"":""Name"",""id"":""Top Sports""},{""level"":""Country"",""id"":""DK""}]"
